TABLE_NAME	COLUMN_NAME	SEQ_IN_INDEX	NON_UNIQUE	INDEX_NAME
candidate_onboarding_autosave	id	1	0	PRIMARY
candidate_onboarding_autosave	candidate_id	1	0	uq_candidate_section
candidate_onboarding_autosave	section	2	0	uq_candidate_section
candidate_onboarding_bank_detail	verification_status	1	1	idx_candidate_onboarding_bank_status
candidate_onboarding_bank_detail	id	1	0	PRIMARY
candidate_onboarding_bank_detail	candidate_id	1	0	uq_candidate_onboarding_bank_candidate
candidate_onboarding_document	candidate_id	1	1	idx_candidate_onboarding_document_candidate
candidate_onboarding_document	document_status	1	1	idx_candidate_onboarding_document_status
candidate_onboarding_document	doc_type	1	1	idx_candidate_onboarding_document_type
candidate_onboarding_document	id	1	0	PRIMARY
candidate_onboarding_experience	id	1	0	PRIMARY
candidate_onboarding_experience	candidate_id	1	0	uq_candidate_onboarding_experience_candidate
candidate_onboarding_family	id	1	0	PRIMARY
candidate_onboarding_family	candidate_id	1	0	uq_candidate_onboarding_family_candidate
candidate_onboarding_family_member	candidate_id	1	1	idx_candidate
candidate_onboarding_family_member	id	1	0	PRIMARY
candidate_onboarding_language	candidate_id	1	1	idx_candidate
candidate_onboarding_language	id	1	0	PRIMARY
candidate_onboarding_nominee	candidate_id	1	1	idx_candidate
candidate_onboarding_nominee	id	1	0	PRIMARY
candidate_onboarding_otp	candidate_id	1	1	idx_candidate
candidate_onboarding_otp	expires_at	1	1	idx_expires
candidate_onboarding_otp	id	1	0	PRIMARY
candidate_onboarding_profile	profile_status	1	1	idx_candidate_onboarding_profile_status
candidate_onboarding_profile	id	1	0	PRIMARY
candidate_onboarding_profile	candidate_id	1	0	uq_candidate_onboarding_profile_candidate
candidate_onboarding_qualification	candidate_id	1	1	idx_candidate_onboarding_qualification_candidate
candidate_onboarding_qualification	id	1	0	PRIMARY
candidate_onboarding_section_status	id	1	0	PRIMARY
candidate_onboarding_section_status	candidate_id	1	0	uq_candidate_section
candidate_onboarding_section_status	section	2	0	uq_candidate_section
candidate_onboarding_submission_log	action_type	1	1	idx_candidate_onboarding_submission_action
candidate_onboarding_submission_log	candidate_id	1	1	idx_candidate_onboarding_submission_candidate
candidate_onboarding_submission_log	id	1	0	PRIMARY
candidate_status_audit_log	candidate_id	1	1	idx_csal_cand
candidate_status_audit_log	id	1	0	PRIMARY
candidate_workflow_state	candidate_id	1	1	idx_cws_cand
candidate_workflow_state	current_state	1	1	idx_cws_state
candidate_workflow_state	id	1	0	PRIMARY
career_path	employee_id	1	1	idx_career_emp
career_path	id	1	0	PRIMARY
career_path	employee_id	1	0	uq_career_emp
chat_funnel_detail	conversion_funnel_event_id	1	1	idx_chat_event
chat_funnel_detail	chat_initiated_at	1	1	idx_chat_initiated_at
chat_funnel_detail	id	1	0	PRIMARY
cheque_name_validation	candidate_id	1	1	idx_cnv_candidate
cheque_name_validation	match_status	1	1	idx_cnv_status
cheque_name_validation	id	1	0	PRIMARY
client_contract_master	client_id	1	1	idx_ccm_client
client_contract_master	effective_from	1	1	idx_ccm_effective
client_contract_master	effective_to	2	1	idx_ccm_effective
client_contract_master	process_id	1	1	idx_ccm_process
client_contract_master	status	1	1	idx_ccm_status
client_contract_master	id	1	0	PRIMARY
client_master	client_code	1	0	client_code
client_master	id	1	0	PRIMARY
client_user	client_id	1	1	client_id
client_user	email	1	0	email
client_user	id	1	0	PRIMARY
coaching_session	session_date	1	1	idx_coach_date
coaching_session	employee_id	1	1	idx_coach_emp
coaching_session	id	1	0	PRIMARY
communication_preferences	employee_id	1	0	employee_id
communication_preferences	employee_id	1	1	idx_employee_id
communication_preferences	id	1	0	PRIMARY
communication_provider_config	id	1	0	PRIMARY
communication_provider_config	channel	1	0	uq_channel
communication_template	category	1	1	idx_category_active
communication_template	is_active	2	1	idx_category_active
communication_template	created_by	1	1	idx_created_by
communication_template	id	1	0	PRIMARY
company_event_master	event_date	1	1	idx_event_date
company_event_master	is_holiday	1	1	idx_event_holiday
company_event_master	id	1	0	PRIMARY
competency_master	competency_name	1	0	competency_name
competency_master	is_active	1	1	idx_active
competency_master	category	1	1	idx_category
competency_master	competency_id	1	0	PRIMARY
consent_text_version	purpose_code	1	1	idx_ctv_purpose
consent_text_version	status	2	1	idx_ctv_purpose
consent_text_version	id	1	0	PRIMARY
consent_text_version	version_code	1	0	version_code
contract_master	contract_code	1	0	contract_code
contract_master	vendor_id	1	1	idx_contract_vendor
contract_master	id	1	0	PRIMARY
conversion_funnel_event	process_type	1	1	idx_cfe_composite
conversion_funnel_event	funnel_stage	2	1	idx_cfe_composite
conversion_funnel_event	stage_entered_at	3	1	idx_cfe_composite
conversion_funnel_event	contact_id	1	1	idx_cfe_contact
conversion_funnel_event	conversion_flag	1	1	idx_cfe_conversion
conversion_funnel_event	process_type	2	1	idx_cfe_conversion
conversion_funnel_event	employee_id	1	1	idx_cfe_employee
conversion_funnel_event	stage_entered_at	1	1	idx_cfe_entered_at
conversion_funnel_event	process_master_id	1	1	idx_cfe_process
conversion_funnel_event	process_type	1	1	idx_cfe_process_type
conversion_funnel_event	funnel_stage	1	1	idx_cfe_stage
conversion_funnel_event	id	1	0	PRIMARY
cosec_daily_agg	shift_date	1	1	idx_shift_date
cosec_daily_agg	id	1	0	PRIMARY
cosec_daily_agg	user_id	1	0	uq_user_date
cosec_daily_agg	shift_date	2	0	uq_user_date
cosec_punch_sync	user_id	1	1	idx_user_date
cosec_punch_sync	punch_time	2	1	idx_user_date
cosec_punch_sync	id	1	0	PRIMARY
cosec_punch_sync	cosec_index	1	0	uq_cosec_idx
cosec_sync_watermark	wm_key	1	0	PRIMARY
cosec_unmapped_users	cosec_user_id	1	1	idx_cosec_user_id
cosec_unmapped_users	id	1	0	PRIMARY
cosec_unmapped_users	cosec_user_id	1	0	uq_user_date
cosec_unmapped_users	punch_date	2	0	uq_user_date
cost_centre_master	branch_id	1	1	branch_id
cost_centre_master	cost_centre_code	1	0	cost_centre_code
cost_centre_master	department_id	1	1	department_id
cost_centre_master	parent_cost_centre_id	1	1	fk_cc_parent
cost_centre_master	id	1	0	PRIMARY
creche_facility	branch_id	1	1	idx_creche_branch
creche_facility	id	1	0	PRIMARY
customization_application_log	applied_at	1	1	idx_applied
customization_application_log	employee_id	1	1	idx_employee
customization_application_log	employee_id	1	1	idx_employee_entity
customization_application_log	entity_type	2	1	idx_employee_entity
customization_application_log	entity_type	1	1	idx_entity
customization_application_log	entity_id	2	1	idx_entity
customization_application_log	rule_id	1	1	idx_rule
customization_application_log	id	1	0	PRIMARY
customization_cache	cache_key	1	0	cache_key
customization_cache	cache_key	1	1	idx_cache_key
customization_cache	employee_id	1	1	idx_employee
customization_cache	employee_id	1	1	idx_employee_expires
customization_cache	expires_at	2	1	idx_employee_expires
customization_cache	entity_type	1	1	idx_entity
customization_cache	entity_id	2	1	idx_entity
customization_cache	expires_at	1	1	idx_expires
customization_cache	id	1	0	PRIMARY
customization_dimension	dimension_key	1	0	dimension_key
customization_dimension	is_active	1	1	idx_active
customization_dimension	priority	1	1	idx_priority
customization_dimension	id	1	0	PRIMARY
customization_rule	is_active	1	1	idx_active
customization_rule	effective_from	2	1	idx_active
customization_rule	effective_to	3	1	idx_active
customization_rule	created_at	1	1	idx_created
customization_rule	entity_type	1	1	idx_entity
customization_rule	entity_id	2	1	idx_entity
customization_rule	entity_type	1	1	idx_entity_active
customization_rule	is_active	2	1	idx_entity_active
customization_rule	priority	3	1	idx_entity_active
customization_rule	priority	1	1	idx_priority
customization_rule	id	1	0	PRIMARY
dashboard_metric_catalog	id	1	0	PRIMARY
dashboard_metric_catalog	metric_code	1	0	uq_metric_code
dashboard_metric_snapshot	metric_code	1	1	idx_metric_scope
dashboard_metric_snapshot	scope_type	2	1	idx_metric_scope
dashboard_metric_snapshot	scope_id	3	1	idx_metric_scope
dashboard_metric_snapshot	snapshot_date	4	1	idx_metric_scope
dashboard_metric_snapshot	id	1	0	PRIMARY
dashboard_role_metric_config	id	1	0	PRIMARY
dashboard_role_metric_config	role_code	1	0	uq_role_dash_metric
dashboard_role_metric_config	dashboard_code	2	0	uq_role_dash_metric
dashboard_role_metric_config	metric_code	3	0	uq_role_dash_metric
data_breach_log	breach_ref	1	0	breach_ref
data_breach_log	id	1	0	PRIMARY
data_consent	data_principal_id	1	1	idx_consent_principal
data_consent	purpose_code	2	1	idx_consent_principal
data_consent	purpose_code	1	1	idx_consent_purpose
data_consent	id	1	0	PRIMARY
data_retention_policy	entity_type	1	0	entity_type
data_retention_policy	id	1	0	PRIMARY
data_rights_request	principal_id	1	1	idx_drr_principal
data_rights_request	id	1	0	PRIMARY
department_master	branch_id	1	1	branch_id
department_master	dept_code	1	0	dept_code
department_master	parent_department_id	1	1	fk_dept_parent
department_master	active_status	1	1	idx_department_master_active
department_master	id	1	0	PRIMARY
designation_band_matrix	designation_id	1	1	designation_id
designation_band_matrix	grade_id	1	1	idx_dbm_grade
designation_band_matrix	min_slab_id	1	1	min_slab_id
designation_band_matrix	id	1	0	PRIMARY
designation_band_matrix	department_id	1	0	uq_dbm
designation_band_matrix	designation_id	2	0	uq_dbm
designation_master	designation_code	1	0	designation_code
designation_master	grade_id	1	1	fk_desig_grade
designation_master	active_status	1	1	idx_designation_master_active
designation_master	id	1	0	PRIMARY
designation_role_map	designation_id	1	1	idx_drm_designation
designation_role_map	role_key	1	1	idx_drm_role
designation_role_map	id	1	0	PRIMARY
designation_role_map	designation_id	1	0	uq_desig_role
designation_role_map	role_key	2	0	uq_desig_role
development_plan	plan_start_date	1	1	idx_dates
development_plan	plan_end_date	2	1	idx_dates
development_plan	employee_id	1	1	idx_employee_status
development_plan	status	2	1	idx_employee_status
development_plan	manager_id	1	1	manager_id
development_plan	plan_id	1	0	PRIMARY
development_plan	report_id	1	1	report_id
development_plan_goal	competency_id	1	1	competency_id
development_plan_goal	plan_id	1	1	idx_plan_status
development_plan_goal	status	2	1	idx_plan_status
development_plan_goal	target_date	1	1	idx_target_date
development_plan_goal	goal_id	1	0	PRIMARY
development_plan_goal	training_need_id	1	1	training_need_id
dialer_session_log	employee_id	1	1	employee_id
dialer_session_log	session_date	1	1	idx_dialer_date
dialer_session_log	employee_code	1	1	idx_dialer_emp
dialer_session_log	integration_key	1	1	idx_dialer_key
dialer_session_log	id	1	0	PRIMARY
dialer_session_log	employee_code	1	0	uq_dialer_emp_date_key
dialer_session_log	session_date	2	0	uq_dialer_emp_date_key
dialer_session_log	integration_key	3	0	uq_dialer_emp_date_key
dialer_session_log	employee_code	1	0	uq_emp_date_integration
dialer_session_log	session_date	2	0	uq_emp_date_integration
dialer_session_log	integration_key	3	0	uq_emp_date_integration
dialer_session_log	process_name	4	0	uq_emp_date_integration
dispatch_log	recipient_employee_id	1	1	idx_recipient_channel
dispatch_log	channel	2	1	idx_recipient_channel
dispatch_log	sent_at	3	1	idx_recipient_channel
dispatch_log	is_critical	1	1	idx_retention_cleanup
dispatch_log	retention_category	2	1	idx_retention_cleanup
dispatch_log	sent_at	3	1	idx_retention_cleanup
dispatch_log	status	1	1	idx_status_retry
dispatch_log	retry_count	2	1	idx_status_retry
dispatch_log	id	1	0	PRIMARY
dispatch_log	template_id	1	1	template_id
dpdp_config	config_key	1	0	PRIMARY
dpdp_consent_log	employee_id	1	1	idx_dpdp_consent_employee
dpdp_consent_log	notice_code	2	1	idx_dpdp_consent_employee
dpdp_consent_log	recorded_at	3	1	idx_dpdp_consent_employee
dpdp_consent_log	user_id	1	1	idx_dpdp_consent_user
dpdp_consent_log	notice_code	2	1	idx_dpdp_consent_user
dpdp_consent_log	recorded_at	3	1	idx_dpdp_consent_user
dpdp_consent_log	id	1	0	PRIMARY
dpdp_consent_withdrawal	requester_id	1	1	idx_requester
dpdp_consent_withdrawal	id	1	0	PRIMARY
dpdp_processing_hold	entity_type	1	1	idx_entity
dpdp_processing_hold	entity_id	2	1	idx_entity
dpdp_processing_hold	id	1	0	PRIMARY
dpdp_processing_notice	notice_code	1	0	notice_code
dpdp_processing_notice	id	1	0	PRIMARY
dpdp_withdrawal_audit_log	withdrawal_id	1	1	idx_withdrawal
dpdp_withdrawal_audit_log	id	1	0	PRIMARY
email_funnel_detail	conversion_funnel_event_id	1	1	idx_email_event
email_funnel_detail	email_received_at	1	1	idx_email_received_at
email_funnel_detail	id	1	0	PRIMARY
email_templates	module_name	1	1	idx_module_active
email_templates	is_active	2	1	idx_module_active
email_templates	id	1	0	PRIMARY
email_templates	template_key	1	0	uq_template_key
employee_360_activity_log	employee_id	1	1	idx_employee_360_activity
employee_360_activity_log	created_at	2	1	idx_employee_360_activity
employee_360_activity_log	module_key	1	1	idx_employee_360_module
employee_360_activity_log	activity_type	2	1	idx_employee_360_module
employee_360_activity_log	id	1	0	PRIMARY
employee_address	employee_id	1	1	idx_ea_emp
employee_address	id	1	0	PRIMARY
employee_address	employee_id	1	0	uq_emp_address_type
employee_address	address_type	2	0	uq_emp_address_type
employee_badge_earned	badge_id	1	1	idx_badge
employee_badge_earned	earned_at	1	1	idx_earned_date
employee_badge_earned	employee_id	1	1	idx_employee
employee_badge_earned	earned_id	1	0	PRIMARY
employee_badge_earned	employee_id	1	0	uq_employee_badge_date
employee_badge_earned	badge_id	2	0	uq_employee_badge_date
employee_badge_earned	earned_at	3	0	uq_employee_badge_date
employee_bank_detail	employee_id	1	1	idx_bank_emp
employee_bank_detail	id	1	0	PRIMARY
employee_bank_detail	employee_id	1	0	uq_bank_seq
employee_bank_detail	account_seq	2	0	uq_bank_seq
employee_biometric_enrollment	device_id	1	1	device_id
employee_biometric_enrollment	cosec_user_id	1	1	idx_bio_cosec_uid
employee_biometric_enrollment	id	1	0	PRIMARY
employee_biometric_enrollment	employee_id	1	0	uq_emp_cosec
employee_biometric_enrollment	cosec_user_id	2	0	uq_emp_cosec
employee_client_mapping	employee_id	1	1	idx_client_map_emp
employee_client_mapping	id	1	0	PRIMARY
employee_client_mapping	employee_id	1	0	uq_emp_client
employee_code_generation_log	candidate_id	1	1	idx_ecgl_cand
employee_code_generation_log	employee_code	1	1	idx_ecgl_code
employee_code_generation_log	id	1	0	PRIMARY
employee_code_sequence	id	1	0	PRIMARY
employee_code_sequence	company_prefix	1	0	unique_sequence
employee_code_sequence	is_offrole	2	0	unique_sequence
employee_contract	employee_id	1	1	idx_contract_emp
employee_contract	status	1	1	idx_contract_status
employee_contract	contract_end_date	2	1	idx_contract_status
employee_contract	id	1	0	PRIMARY
employee_deductions_log	employee_id	1	1	idx_employee
employee_deductions_log	employee_code	1	1	idx_employee_code
employee_deductions_log	legacy_deduction_id	1	1	idx_legacy_deduction
employee_deductions_log	process_status	1	1	idx_process_status
employee_deductions_log	salary_month	1	1	idx_salary_month
employee_deductions_log	salary_year	1	1	idx_salary_year_month
employee_deductions_log	salary_month_num	2	1	idx_salary_year_month
employee_deductions_log	legacy_deduction_id	1	0	legacy_deduction_id
employee_deductions_log	id	1	0	PRIMARY
employee_deductions_log	employee_id	1	0	uq_emp_month
employee_deductions_log	salary_month	2	0	uq_emp_month
employee_document_access_log	document_id	1	1	idx_doc_access_doc
employee_document_access_log	accessed_by	1	1	idx_doc_access_user
employee_document_access_log	id	1	0	PRIMARY
employee_document_vault	candidate_id	1	1	idx_candidate
employee_document_vault	employee_id	1	1	idx_employee
employee_document_vault	id	1	0	PRIMARY
employee_documents	employee_id	1	1	idx_emp_doc_emp
employee_documents	legacy_source	1	0	idx_emp_doc_legacy
employee_documents	legacy_ref_id	2	0	idx_emp_doc_legacy
employee_documents	id	1	0	PRIMARY
employee_emergency_contact	employee_id	1	1	idx_eec_emp
employee_emergency_contact	id	1	0	PRIMARY
employee_emergency_contact	employee_id	1	0	uq_emp_emergency_seq
employee_emergency_contact	contact_seq	2	0	uq_emp_emergency_seq
employee_exit_record	employee_id	1	1	idx_employee_id
employee_exit_record	exit_date	1	1	idx_exit_date
employee_exit_record	exit_date	1	1	idx_last_30d
employee_exit_record	id	1	0	PRIMARY
employee_gamification_tier	employee_id	1	0	employee_id
employee_gamification_tier	total_points	1	1	idx_points
employee_gamification_tier	current_tier_id	1	1	idx_tier
employee_gamification_tier	id	1	0	PRIMARY
employee_job_history	from_manager_id	1	1	from_manager_id
employee_job_history	employee_id	1	1	idx_ejh_emp
employee_job_history	effective_date	2	1	idx_ejh_emp
employee_job_history	change_type	1	1	idx_ejh_type
employee_job_history	id	1	0	PRIMARY
employee_job_history	to_manager_id	1	1	to_manager_id
employee_journey_log	employee_id	1	1	idx_ejl_emp_date
employee_journey_log	event_date	2	1	idx_ejl_emp_date
employee_journey_log	event_date	1	1	idx_journey_date
employee_journey_log	employee_id	1	1	idx_journey_emp
employee_journey_log	id	1	0	PRIMARY
employee_kpi_assignment	employee_id	1	1	idx_kpi_assign_emp
employee_kpi_assignment	id	1	0	PRIMARY
employee_kpi_assignment	employee_id	1	0	uq_emp_kpi
employee_kpi_assignment	legacy_kpi_id	2	0	uq_emp_kpi
employee_legacy_meta	employee_id	1	0	employee_id
employee_legacy_meta	employee_id	1	1	idx_legacy_meta_emp
employee_legacy_meta	id	1	0	PRIMARY
employee_lifecycle_event	employee_id	1	1	idx_lifecycle_emp
employee_lifecycle_event	event_type	1	1	idx_lifecycle_type
employee_lifecycle_event	id	1	0	PRIMARY
employee_loans	employee_id	1	1	idx_employee
employee_loans	employee_code	1	1	idx_employee_code
employee_loans	guarantor_emp_id	1	1	idx_guarantor
employee_loans	legacy_loan_id	1	1	idx_legacy_loan
employee_loans	status	1	1	idx_status
employee_loans	legacy_loan_id	1	0	legacy_loan_id
employee_loans	id	1	0	PRIMARY
employee_nominee	employee_id	1	1	idx_nominee_emp
employee_nominee	id	1	0	PRIMARY
employee_pf_withdrawal	employee_id	1	1	idx_pfwith_emp
employee_pf_withdrawal	id	1	0	PRIMARY
employee_probation	employee_id	1	0	employee_id
employee_probation	employee_id	1	1	idx_prob_emp
employee_probation	status	1	1	idx_prob_status
employee_probation	id	1	0	PRIMARY
employee_roster_preference	employee_id	1	1	idx_emp_pref_status
employee_roster_preference	status	2	1	idx_emp_pref_status
employee_roster_preference	effective_from	1	1	idx_pref_effective
employee_roster_preference	status	2	1	idx_pref_effective
employee_roster_preference	id	1	0	PRIMARY
employee_salary_assignment	employee_id	1	1	idx_esa_emp_active
employee_salary_assignment	active_status	2	1	idx_esa_emp_active
employee_salary_assignment	employee_id	1	1	idx_sal_emp
employee_salary_assignment	id	1	0	PRIMARY
employee_salary_assignment	structure_id	1	1	structure_id
employee_salary_snapshot	employee_id	1	0	employee_id
employee_salary_snapshot	employee_id	1	1	idx_salary_emp
employee_salary_snapshot	id	1	0	PRIMARY
employee_skill	employee_id	1	1	idx_empskill_emp
employee_skill	id	1	0	PRIMARY
employee_skill	skill_id	1	1	skill_id
employee_skill	employee_id	1	0	uq_emp_skill
employee_skill	skill_id	2	0	uq_emp_skill
employee_statutory_info	employee_id	1	0	employee_id
employee_statutory_info	employee_id	1	1	idx_statutory_emp
employee_statutory_info	id	1	0	PRIMARY
employee_statutory_override	effective_from_month	1	1	idx_eso_effective
employee_statutory_override	employee_id	1	1	idx_eso_employee
employee_statutory_override	status	1	1	idx_eso_status
employee_statutory_override	id	1	0	PRIMARY
employee_statutory_override	employee_id	1	0	uq_emp_override_active
employee_statutory_override	override_type	2	0	uq_emp_override_active
employee_statutory_override	status	3	0	uq_emp_override_active
employee_task	completed_by	1	1	completed_by
employee_task	assigned_to_role	1	1	idx_emp_task_assigned_role
employee_task	assigned_to_user_id	1	1	idx_emp_task_assigned_user
employee_task	department	1	1	idx_emp_task_dept
employee_task	due_date	1	1	idx_emp_task_due
employee_task	employee_id	1	1	idx_emp_task_emp
employee_task	status	1	1	idx_emp_task_overdue
employee_task	due_date	2	1	idx_emp_task_overdue
employee_task	priority	1	1	idx_emp_task_priority
employee_task	status	1	1	idx_emp_task_status
employee_task	id	1	0	PRIMARY
employee_task	template_id	1	1	template_id
employee_task_checklist	completed_by	1	1	completed_by
employee_task_checklist	task_id	1	1	idx_task_checklist
employee_task_checklist	sequence_order	1	1	idx_task_checklist_order
employee_task_checklist	id	1	0	PRIMARY
employee_task_comment	task_id	1	1	idx_task_comment
employee_task_comment	created_at	1	1	idx_task_comment_created
employee_task_comment	id	1	0	PRIMARY
employee_task_comment	user_id	1	1	user_id
employee_tier_status	employee_id	1	0	employee_id
employee_tier_status	employee_id	1	1	idx_employee
employee_tier_status	total_points	1	1	idx_points
employee_tier_status	current_tier_id	1	1	idx_tier
employee_tier_status	status_id	1	0	PRIMARY
employee_uan	employee_id	1	0	employee_id
employee_uan	employee_id	1	1	idx_uan_emp
employee_uan	id	1	0	PRIMARY
employees	employee_code	1	0	employee_code
employees	grade_id	1	1	fk_emp_grade
employees	active_status	1	1	idx_emp_active_branch
employees	branch_id	2	1	idx_emp_active_branch
employees	active_status	1	1	idx_emp_active_dept
employees	department_id	2	1	idx_emp_active_dept
employees	active_status	1	1	idx_emp_active_process
employees	process_id	2	1	idx_emp_active_process
employees	branch_id	1	1	idx_emp_branch
employees	cost_centre_id	1	1	idx_emp_cc
employees	employee_code	1	1	idx_emp_code
employees	lob_id	1	1	idx_emp_lob
employees	location_id	1	1	idx_emp_location
employees	manager_id	1	1	idx_emp_manager
employees	process_id	1	1	idx_emp_process
employees	shift_rotation_type	1	1	idx_emp_shift_rotation_type
employees	user_id	1	1	idx_emp_user
employees	department_id	1	1	idx_employees_department_id
employees	designation_id	1	1	idx_employees_designation_id
employees	employee_code	1	1	idx_employees_directory_code
employees	first_name	1	1	idx_employees_directory_name
employees	last_name	2	1	idx_employees_directory_name
employees	branch_id	1	1	idx_employees_directory_org
employees	process_id	2	1	idx_employees_directory_org
employees	department_id	3	1	idx_employees_directory_org
employees	active_status	1	1	idx_employees_directory_status
employees	employment_status	2	1	idx_employees_directory_status
employees	active_status	1	1	idx_employees_directory_status_process
employees	process_id	2	1	idx_employees_directory_status_process
employees	email	1	1	idx_employees_email
employees	employee_code	1	1	idx_employees_employee_code
employees	mobile	1	1	idx_employees_mobile
employees	official_email	1	1	idx_employees_official_email
employees	reporting_manager_id	1	1	idx_employees_reporting_manager_id
employees	active_status	1	1	idx_employees_status_access
employees	access_end_date	2	1	idx_employees_status_access
employees	id	1	0	PRIMARY
engagement_health_snapshot	snapshot_date	1	1	idx_engagement_health_score
engagement_health_snapshot	risk_label	2	1	idx_engagement_health_score
engagement_health_snapshot	engagement_score	3	1	idx_engagement_health_score
engagement_health_snapshot	id	1	0	PRIMARY
engagement_health_snapshot	employee_id	1	0	uk_engagement_health_employee_date
engagement_health_snapshot	snapshot_date	2	0	uk_engagement_health_employee_date
engagement_rule_master	scope_type	1	1	idx_engagement_rule_scope
engagement_rule_master	branch_id	2	1	idx_engagement_rule_scope
engagement_rule_master	process_id	3	1	idx_engagement_rule_scope
engagement_rule_master	trigger_source	1	1	idx_engagement_rule_source
engagement_rule_master	active_status	2	1	idx_engagement_rule_source
engagement_rule_master	id	1	0	PRIMARY
escalation_matrix_master	task_type	1	1	idx_task_level
escalation_matrix_master	escalation_level	2	1	idx_task_level
escalation_matrix_master	id	1	0	PRIMARY
esic_contribution_summary	id	1	0	PRIMARY
esic_contribution_summary	run_id	1	0	run_id
esign_provider_transaction	entity_type	1	1	idx_entity
esign_provider_transaction	entity_id	2	1	idx_entity
esign_provider_transaction	id	1	0	PRIMARY
exit_approval_log	exit_request_id	1	1	idx_exit_log_req
exit_approval_log	stage	1	1	idx_exit_log_stage
exit_approval_log	id	1	0	PRIMARY
exit_clearance_checklist	exit_request_id	1	1	idx_clearance_req
exit_clearance_checklist	status	1	1	idx_clearance_status
exit_clearance_checklist	id	1	0	PRIMARY
exit_clearance_checklist	exit_request_id	1	0	uq_exit_dept
exit_clearance_checklist	department	2	0	uq_exit_dept
exit_clearance_task	employee_id	1	1	idx_exit_clearance_employee
exit_clearance_task	status	2	1	idx_exit_clearance_employee
exit_clearance_task	owner_role	1	1	idx_exit_clearance_owner
exit_clearance_task	owner_user_id	2	1	idx_exit_clearance_owner
exit_clearance_task	status	3	1	idx_exit_clearance_owner
exit_clearance_task	exit_request_id	1	1	idx_exit_clearance_request
exit_clearance_task	status	2	1	idx_exit_clearance_request
exit_clearance_task	id	1	0	PRIMARY
exit_employee_health_snapshot	employee_id	1	1	idx_exit_health_employee
exit_employee_health_snapshot	snapshot_date	2	1	idx_exit_health_employee
exit_employee_health_snapshot	id	1	0	PRIMARY
exit_employee_health_snapshot	exit_request_id	1	0	uk_exit_health_request
exit_interview_response	employee_id	1	1	idx_exit_interview_employee
exit_interview_response	id	1	0	PRIMARY
exit_interview_response	exit_request_id	1	0	uk_exit_interview_request
exit_request	employee_id	1	1	idx_exit_employee
exit_request	last_working_day_confirmed	1	1	idx_exit_lwd
exit_request	status	1	1	idx_exit_status
exit_request	exit_type	1	1	idx_exit_type
exit_request	id	1	0	PRIMARY
exit_retention_action	employee_id	1	1	idx_exit_retention_employee
exit_retention_action	exit_request_id	1	1	idx_exit_retention_request
exit_retention_action	outcome	2	1	idx_exit_retention_request
exit_retention_action	id	1	0	PRIMARY
expense_categories	is_active	1	1	idx_is_active
expense_categories	id	1	0	PRIMARY
expense_claim	employee_id	1	1	idx_expense_emp
expense_claim	status	1	1	idx_expense_status
expense_claim	id	1	0	PRIMARY
expense_policy	id	1	0	PRIMARY
expense_policy	category	1	0	uq_exp_category
finance_action_audit_log	action_type	1	1	idx_faal_action
finance_action_audit_log	actor_user_id	1	1	idx_faal_actor
finance_action_audit_log	created_at	1	1	idx_faal_created
finance_action_audit_log	entity_type	1	1	idx_faal_entity
finance_action_audit_log	entity_id	2	1	idx_faal_entity
finance_action_audit_log	id	1	0	PRIMARY
full_final_calculation	employee_id	1	1	idx_ff_employee
full_final_calculation	id	1	0	PRIMARY
full_final_calculation	exit_request_id	1	0	uq_ff_exit
funnel_daily_snapshot	snapshot_date	1	1	idx_funnel_snap_date
funnel_daily_snapshot	process_type	1	1	idx_funnel_snap_process
funnel_daily_snapshot	id	1	0	PRIMARY
funnel_daily_snapshot	snapshot_date	1	0	uq_funnel_snapshot
funnel_daily_snapshot	process_type	2	0	uq_funnel_snapshot
funnel_daily_snapshot	funnel_stage	3	0	uq_funnel_snapshot
funnel_employee_performance	performance_date	1	1	idx_emp_perf_date
funnel_employee_performance	employee_id	1	1	idx_emp_perf_employee
funnel_employee_performance	process_type	1	1	idx_emp_perf_process
funnel_employee_performance	id	1	0	PRIMARY
funnel_employee_performance	performance_date	1	0	uq_emp_perf
funnel_employee_performance	employee_id	2	0	uq_emp_perf
funnel_employee_performance	process_type	3	0	uq_emp_perf
funnel_org_performance	performance_date	1	1	idx_funnel_perf_composite
funnel_org_performance	process_type	2	1	idx_funnel_perf_composite
funnel_org_performance	branch_id	3	1	idx_funnel_perf_composite
funnel_org_performance	performance_date	1	1	idx_funnel_perf_date
funnel_org_performance	process_type	1	1	idx_funnel_perf_process
funnel_org_performance	process_id	1	1	idx_funnel_perf_process_id
funnel_org_performance	id	1	0	PRIMARY
funnel_stage_config	process_type	1	1	idx_funnel_process
funnel_stage_config	stage_sequence	2	1	idx_funnel_process
funnel_stage_config	id	1	0	PRIMARY
funnel_stage_config	process_type	1	0	uq_funnel_stage
funnel_stage_config	stage_name	2	0	uq_funnel_stage
gamification_badge_master	is_active	1	1	idx_active
gamification_badge_master	badge_category	1	1	idx_category
gamification_badge_master	badge_id	1	0	PRIMARY
gamification_badge_master	badge_name	1	0	uq_badge_name
gamification_point_log	awarded_date	1	1	idx_date
gamification_point_log	employee_id	1	1	idx_employee
gamification_point_log	points_source	1	1	idx_source
gamification_point_log	id	1	0	PRIMARY
gamification_points_ledger	created_at	1	1	idx_created
gamification_points_ledger	employee_id	1	1	idx_employee
