finance_head	1
manager	6
it_head	2
payroll_hr	4
tq_head	1
payroll	2
hr	16
branch_admin	5
wfm	5
assistant_manager	4
it	3
recruiter	12
accounts_head	2
interviewer	11
employee	1384
branch_head	4
ceo	4
payroll_head	2
process_manager	18
admin	3
super_admin	1
team_leader	3
trainer	1
qa	1
payroll_admin	2
lms_admin	1
