month,employee_code,branch,cost_center,component_code,component_label,bill_amount,hrms_amount,diff
2026-05,MAS38964,"HEAD OFFICE","BSS/BLD/CORP/796",TOTAL_DED,"Total Deduction",0,15280,15280
2026-05,MAS55833,"HEAD OFFICE","BSS/BLD/CORP/796",TOTAL_DED,"Total Deduction",0,564,564
2026-05,MAS00175,"HEAD OFFICE","FINANCE/ACCOUNTS",TOTAL_DED,"Total Deduction",0,4164,4164
2026-05,MAS00176,"HEAD OFFICE","FINANCE/ACCOUNTS",TOTAL_DED,"Total Deduction",0,5160,5160
2026-05,MAS00182,"HEAD OFFICE","FINANCE/ACCOUNTS",TOTAL_DED,"Total Deduction",0,3600,3600
2026-05,MAS08107,"HEAD OFFICE","FINANCE/ACCOUNTS",TOTAL_DED,"Total Deduction",0,1260,1260
2026-05,MAS47905,"HEAD OFFICE","IT/SYSTEM",TOTAL_DED,"Total Deduction",0,16372,16372
2026-05,MAS00001,"HEAD OFFICE","MANAGEMENT-CORPORATE",TOTAL_DED,"Total Deduction",0,32800,32800
2026-05,MAS00183,"HEAD OFFICE","MANAGEMENT-CORPORATE",TOTAL_DED,"Total Deduction",0,6000,6000
2026-05,MAS07197,"HEAD OFFICE","MANAGEMENT-CORPORATE",TOTAL_DED,"Total Deduction",0,6202,6202
2026-05,MAS59445,"HEAD OFFICE","MANAGEMENT-CORPORATE",TOTAL_DED,"Total Deduction",0,44360,44360
2026-05,MAS57432,"NOIDA-2","BSS/OB/NOIDA-2/927",TOTAL_DED,"Total Deduction",0,968,968
2026-05,MAS60235,"NOIDA-2","BSS/OB/NOIDA-2/927",TOTAL_DED,"Total Deduction",0,953,953
2026-05,MAS60636,"NOIDA-2","BSS/OB/NOIDA-2/927",TOTAL_DED,"Total Deduction",0,953,953
2026-05,MAS61778,"NOIDA-2","BSS/OB/NOIDA-2/927",TOTAL_DED,"Total Deduction",0,953,953
2026-05,MAS62045,"NOIDA-2","BSS/OB/NOIDA-2/927",TOTAL_DED,"Total Deduction",0,906,906
2026-05,MAS62054,"NOIDA-2","BSS/OB/NOIDA-2/927",TOTAL_DED,"Total Deduction",0,892,892
2026-05,MAS62415,"NOIDA-2","BSS/OB/NOIDA-2/927",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS51531,"NOIDA-2","BSS/OB/NOIDA-2/972",TOTAL_DED,"Total Deduction",0,1200,1200
2026-05,MAS38040,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,2400,2400
2026-05,MAS62196,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1250,1250
2026-05,MAS62197,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,948,948
2026-05,MAS62199,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1250,1250
2026-05,MAS62257,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1336,1336
2026-05,MAS62259,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,926,926
2026-05,MAS62260,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1250,1250
2026-05,MAS62261,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,952,952
2026-05,MAS62262,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1028,1028
2026-05,MAS62263,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,659,659
2026-05,MAS62264,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1228,1228
2026-05,MAS62285,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,830,830
2026-05,MAS62357,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1336,1336
2026-05,MAS62358,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1336,1336
2026-05,MAS62359,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1207,1207
2026-05,MAS62360,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1207,1207
2026-05,MAS62361,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1250,1250
2026-05,MAS62363,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,657,657
2026-05,MAS62366,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,277,277
2026-05,MAS62367,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1336,1336
2026-05,MAS62368,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1120,1120
2026-05,MAS62369,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,1142,1142
2026-05,MAS62466,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS62467,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,657,657
2026-05,MAS62468,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS62572,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,139,139
2026-05,MAS62573,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,312,312
2026-05,MAS62574,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,349,349
2026-05,MAS62575,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,349,349
2026-05,MAS62475,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,208,208
2026-05,MAS62477,"NOIDA-2","BSS/OB/NOIDA-2/1015",TOTAL_DED,"Total Deduction",0,485,485
2026-05,MAS08226,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,2400,2400
2026-05,MAS36220,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,4200,4200
2026-05,MAS45661,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1080,1080
2026-05,MAS47157,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,2640,2640
2026-05,MAS47327,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1891,1891
2026-05,MAS47451,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1950,1950
2026-05,MAS47624,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1944,1944
2026-05,MAS47814,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,5880,5880
2026-05,MAS47827,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,2040,2040
2026-05,MAS47832,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1992,1992
2026-05,MAS47962,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1944,1944
2026-05,MAS48068,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1860,1860
2026-05,MAS48209,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1716,1716
2026-05,MAS48261,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1272,1272
2026-05,MAS48447,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,10380,10380
2026-05,MAS48548,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1632,1632
2026-05,MAS48555,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1224,1224
2026-05,MAS48651,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1620,1620
2026-05,MAS48828,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1128,1128
2026-05,MAS48858,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1128,1128
2026-05,MAS48872,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1452,1452
2026-05,MAS49475,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1187,1187
2026-05,MAS49499,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1265,1265
2026-05,MAS49546,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1268,1268
2026-05,MAS49780,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1128,1128
2026-05,MAS49781,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1032,1032
2026-05,MAS50174,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1320,1320
2026-05,MAS50704,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1224,1224
2026-05,MAS50768,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,3900,3900
2026-05,MAS51342,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1500,1500
2026-05,MAS51399,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1560,1560
2026-05,MAS51953,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1468,1468
2026-05,MAS53104,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,603,603
2026-05,MAS53865,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,512,512
2026-05,MAS54280,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,547,547
2026-05,MAS54387,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,599,599
2026-05,MAS54394,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,503,503
2026-05,MAS54902,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,582,582
2026-05,MAS54920,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,582,582
2026-05,MAS56606,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,494,494
2026-05,MAS56887,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1013,1013
2026-05,MAS57097,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1080,1080
2026-05,MAS57637,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1213,1213
2026-05,MAS58241,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1171,1171
2026-05,MAS58270,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,1361,1361
2026-05,MAS61446,"NOIDA-2","BSS/BO/NOIDA-2/577",TOTAL_DED,"Total Deduction",0,564,564
2026-05,MAS48705,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1380,1380
2026-05,MAS48907,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1272,1272
2026-05,MAS49476,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1167,1167
2026-05,MAS49537,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1277,1277
2026-05,MAS50072,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,539,539
2026-05,MAS50706,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1273,1273
2026-05,MAS51498,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1342,1342
2026-05,MAS51503,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1352,1352
2026-05,MAS51544,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1342,1342
2026-05,MAS51679,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1352,1352
2026-05,MAS52406,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,195,195
2026-05,MAS52535,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,412,412
2026-05,MAS52903,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,507,507
2026-05,MAS53137,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,508,508
2026-05,MAS53927,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,503,503
2026-05,MAS53942,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1440,1440
2026-05,MAS53965,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,501,501
2026-05,MAS54008,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,373,373
2026-05,MAS54239,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,425,425
2026-05,MAS54483,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,471,471
2026-05,MAS54820,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,507,507
2026-05,MAS54994,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,509,509
2026-05,MAS55170,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,433,433
2026-05,MAS55205,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,509,509
2026-05,MAS55281,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,507,507
2026-05,MAS55402,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,494,494
2026-05,MAS55656,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,494,494
2026-05,MAS55718,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,494,494
2026-05,MAS56113,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,399,399
2026-05,MAS56119,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,494,494
2026-05,MAS56391,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,462,462
2026-05,MAS56481,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,494,494
2026-05,MAS56570,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,494,494
2026-05,MAS57040,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1082,1082
2026-05,MAS57265,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1088,1088
2026-05,MAS57517,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1082,1082
2026-05,MAS57521,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1080,1080
2026-05,MAS57522,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1080,1080
2026-05,MAS57540,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,998,998
2026-05,MAS57822,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,731,731
2026-05,MAS58036,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,734,734
2026-05,MAS58048,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1085,1085
2026-05,MAS58094,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1085,1085
2026-05,MAS58103,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1085,1085
2026-05,MAS58332,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1082,1082
2026-05,MAS58373,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1085,1085
2026-05,MAS58396,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1082,1082
2026-05,MAS58505,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,998,998
2026-05,MAS58555,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1085,1085
2026-05,MAS58607,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1085,1085
2026-05,MAS58746,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,998,998
2026-05,MAS58920,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1095,1095
2026-05,MAS58998,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,809,809
2026-05,MAS59020,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,977,977
2026-05,MAS59099,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1030,1030
2026-05,MAS59103,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1082,1082
2026-05,MAS59107,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1082,1082
2026-05,MAS59278,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1080,1080
2026-05,MAS59372,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1010,1010
2026-05,MAS59418,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,645,645
2026-05,MAS59570,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,507,507
2026-05,MAS59630,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,536,536
2026-05,MAS59783,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS59837,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1144,1144
2026-05,MAS59898,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1082,1082
2026-05,MAS59993,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60048,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,675,675
2026-05,MAS60052,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60088,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS60092,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60094,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60152,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,987,987
2026-05,MAS60208,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,865,865
2026-05,MAS60273,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60277,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,623,623
2026-05,MAS60336,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60423,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,553,553
2026-05,MAS60490,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60518,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS60594,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,830,830
2026-05,MAS60601,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60608,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60660,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60661,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS60662,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60665,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60667,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,779,779
2026-05,MAS60671,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60673,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,865,865
2026-05,MAS60674,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS60675,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS60719,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60802,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,796,796
2026-05,MAS60843,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,606,606
2026-05,MAS60854,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60982,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS60987,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60990,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS60993,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61134,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS61186,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,865,865
2026-05,MAS61191,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61226,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,883,883
2026-05,MAS61228,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,848,848
2026-05,MAS61375,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61377,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61491,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,796,796
2026-05,MAS61530,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,918,918
2026-05,MAS61576,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,588,588
2026-05,MAS61577,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS61587,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,606,606
2026-05,MAS61591,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,744,744
2026-05,MAS61593,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,623,623
2026-05,MAS61640,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,553,553
2026-05,MAS61641,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,900,900
2026-05,MAS61643,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,830,830
2026-05,MAS61646,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,918,918
2026-05,MAS61648,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,761,761
2026-05,MAS61650,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,623,623
2026-05,MAS61652,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1004,1004
2026-05,MAS61733,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,918,918
2026-05,MAS61735,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61741,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,969,969
2026-05,MAS61789,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,900,900
2026-05,MAS61857,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,1073,1073
2026-05,MAS61858,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,744,744
2026-05,MAS61862,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,640,640
2026-05,MAS61865,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,35,35
2026-05,MAS61871,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,900,900
2026-05,MAS61873,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,588,588
2026-05,MAS61896,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,744,744
2026-05,MAS61899,"NOIDA-2","BSS/BO/NOIDA-2/576",TOTAL_DED,"Total Deduction",0,657,657
