month,employee_code,branch,cost_center,component_code,component_label,bill_amount,hrms_amount,diff
2026-05,MAS62299,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,1336,1336
2026-05,MAS62300,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,1246,1246
2026-05,MAS62541,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,490,490
2026-05,MAS62542,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,534,534
2026-05,MAS62543,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,467,467
2026-05,MAS62544,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,490,490
2026-05,MAS62545,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,411,411
2026-05,MAS62546,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,534,534
2026-05,MAS62547,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,534,534
2026-05,MAS62548,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,401,401
2026-05,MAS62610,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,223,223
2026-05,MAS62686,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,129,129
2026-05,MAS62687,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,173,173
2026-05,MAS62717,"NOIDA","BSS/IB/Noida/647",TOTAL_DED,"Total Deduction",0,259,259
2026-05,MAS48228,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,1800,1800
2026-05,MAS49273,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,531,531
2026-05,MAS61174,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,900,900
2026-05,MAS61202,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,934,934
2026-05,MAS61673,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,1135,1135
2026-05,MAS61802,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,1301,1301
2026-05,MAS62236,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,1009,1009
2026-05,MAS62248,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,952,952
2026-05,MAS62566,"NOIDA","BSS/OB/Noida/966",TOTAL_DED,"Total Deduction",0,403,403
